index,timestampString,Addr1,Addr2,Addr3,Price,Beds,Baths,SqFt,url,Page,,,,,,,,,,,,,,
1275,"Wed, 17 Aug 2022 23:41:30 GMT","2913 Gideon Avenue, Zion, IL",2913 Gideon Avenue,"2913 Gideon Avenue, IL",16900,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1276,"Wed, 17 Aug 2022 23:41:30 GMT","1549 Willard Avenue, Rockford, IL",1549 Willard Avenue,"1549 Willard Avenue, IL",70000,4.00,1,1394,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1277,"Wed, 17 Aug 2022 23:41:30 GMT","748 Bluejay Circle, Elk Grove Villa...",748 Bluejay Circle,"748 Bluejay Circle, IL",574999,5.00,4,2705,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1278,"Wed, 17 Aug 2022 23:41:30 GMT","1110 N Lake Shore Drive, Unit 7S, C...",1110 N Lake Shore Drive,"1110 N Lake Shore Drive, IL",698000,3.00,3,2260,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1279,"Wed, 17 Aug 2022 23:41:30 GMT","1295 Almaden Lane, Gurnee, IL",1295 Almaden Lane,"1295 Almaden Lane, IL",329900,3.00,2.5,2106,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1280,"Wed, 17 Aug 2022 23:41:30 GMT","537 S Princeton Avenue, Villa Park,...",537 S Princeton Avenue,"537 S Princeton Avenue, IL",379500,4.00,2,1751,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1281,"Wed, 17 Aug 2022 23:41:30 GMT","4 Moss Lake Road, Farmer City, IL",4 Moss Lake Road,"4 Moss Lake Road, IL",26900,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1282,"Wed, 17 Aug 2022 23:41:30 GMT","11353 171St (Lot 39) Street, Orland...",11353 171St (Lot 39) Street,"11353 171St (Lot 39) Street, IL",634500,2.00,2.5,2100,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1283,"Wed, 17 Aug 2022 23:41:30 GMT","26 Carribean Drive, Putnam, IL",26 Carribean Drive,"26 Carribean Drive, IL",315000,4.00,2,1200,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1284,"Wed, 17 Aug 2022 23:41:30 GMT","0000 Block 4 Lot 1 Street, Belvider...",0000 Block 4 Lot 1 Street,"0000 Block 4 Lot 1 Street, IL",11000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1285,"Wed, 17 Aug 2022 23:41:30 GMT","464 Il Route 64, Malta, IL",464 Il Route 64,"464 Il Route 64, IL",425000,4.00,2.5,3155,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1286,"Wed, 17 Aug 2022 23:41:30 GMT","1403 Banbury Road, Mundelein, IL",1403 Banbury Road,"1403 Banbury Road, IL",299900,3.00,1.5,1408,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1287,"Wed, 17 Aug 2022 23:41:30 GMT","18341 W Lee Circle, Gurnee, IL",18341 W Lee Circle,"18341 W Lee Circle, IL",289900,3.00,1.5,1577,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1288,"Wed, 17 Aug 2022 23:41:30 GMT","6427 W 92Nd Street, Oak Lawn, IL",6427 W 92Nd Street,"6427 W 92Nd Street, IL",320000,3.00,1.5,1360,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1289,"Wed, 17 Aug 2022 23:41:30 GMT","10455 Morse Place, St. John, IN",10455 Morse Place,"10455 Morse Place, IL",459650,4.00,2.5,2521,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1290,"Wed, 17 Aug 2022 23:41:30 GMT","1438 S Sawyer Avenue, Chicago, IL",1438 S Sawyer Avenue,"1438 S Sawyer Avenue, IL",199900,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,43,,,,,,,,,,,,,,
1291,"Wed, 17 Aug 2022 23:41:30 GMT","990 N Lake Shore Drive, Unit 10D, C...",990 N Lake Shore Drive,"990 N Lake Shore Drive, IL",599900,2.00,2,1600,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1292,"Wed, 17 Aug 2022 23:41:30 GMT","11337 171St (41) Street, Orland Par...",11337 171St (41) Street,"11337 171St (41) Street, IL",684200,2.00,2.5,2250,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1293,"Wed, 17 Aug 2022 23:41:30 GMT","3100 N Sheridan Road, Unit 4B, Chic...",3100 N Sheridan Road,"3100 N Sheridan Road, IL",645000,3.00,2.5,2600,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1294,"Wed, 17 Aug 2022 23:41:30 GMT","45 Charles Court, Vernon Hills, IL",45 Charles Court,"45 Charles Court, IL",549900,4.00,2.5,2733,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1295,"Wed, 17 Aug 2022 23:41:30 GMT","3238 N Central Park Avenue, Chicago...",3238 N Central Park Avenue,"3238 N Central Park Avenue, IL",499900,4.00,2.5,-,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1296,"Wed, 17 Aug 2022 23:41:30 GMT","4432 Maple Avenue, Stickney, IL",4432 Maple Avenue,"4432 Maple Avenue, IL",149000,3.00,2,960,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1297,"Wed, 17 Aug 2022 23:41:30 GMT","1435 Saunders Road, Riverwoods, IL",1435 Saunders Road,"1435 Saunders Road, IL",849900,5.00,3.5,3112,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1298,"Wed, 17 Aug 2022 23:41:30 GMT","5238 Bloomsbury Lane, Matteson, IL",5238 Bloomsbury Lane,"5238 Bloomsbury Lane, IL",194950,3.00,2,1801,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1299,"Wed, 17 Aug 2022 23:41:30 GMT","25731 Olympic Drive, Monee, IL",25731 Olympic Drive,"25731 Olympic Drive, IL",59900,3.00,2.5,-,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1300,"Wed, 17 Aug 2022 23:41:30 GMT","4033 N Mason Avenue, Chicago, IL",4033 N Mason Avenue,"4033 N Mason Avenue, IL",579666,8.00,3,-,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1301,"Wed, 17 Aug 2022 23:41:30 GMT","2223 W Wilson Avenue, Unit A, Chica...",2223 W Wilson Avenue,"2223 W Wilson Avenue, IL",749900,3.00,3.5,-,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1302,"Wed, 17 Aug 2022 23:41:30 GMT","1200 W Monroe Street, Unit 707, Chi...",1200 W Monroe Street,"1200 W Monroe Street, IL",455000,2.00,2,1300,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1303,"Wed, 17 Aug 2022 23:41:30 GMT","2004 W Addison Street, Unit 1W, Chi...",2004 W Addison Street,"2004 W Addison Street, IL",999999,4.00,3.5,3000,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1304,"Wed, 17 Aug 2022 23:41:30 GMT","25253 W St Elizabeth Drive, Channah...",25253 W St Elizabeth Drive,"25253 W St Elizabeth Drive, IL",399900,3.00,3,1900,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1305,"Wed, 17 Aug 2022 23:41:30 GMT","2415 W Pratt Boulevard W, Unit 1C, ...",2415 W Pratt Boulevard W,"2415 W Pratt Boulevard W, IL",100000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1306,"Wed, 17 Aug 2022 23:41:30 GMT","3845 W 63Rd Place, Chicago, IL",3845 W 63Rd Place,"3845 W 63Rd Place, IL",334900,5.00,2,2036,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1307,"Wed, 17 Aug 2022 23:41:30 GMT","1485 Midway Lane, Glenview, IL",1485 Midway Lane,"1485 Midway Lane, IL",1325000,4.00,3.5,4084,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1308,"Wed, 17 Aug 2022 23:41:30 GMT","6425 S Cottage Grove Avenue S, Chic...",6425 S Cottage Grove Avenue S,"6425 S Cottage Grove Avenue S, IL",529000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1309,"Wed, 17 Aug 2022 23:41:30 GMT","11329 171St (Lot 42) Street, Orland...",11329 171St (Lot 42) Street,"11329 171St (Lot 42) Street, IL",621000,2.00,2.5,2100,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1310,"Wed, 17 Aug 2022 23:41:30 GMT","2810 Cheyenne Drive, Freeport, IL",2810 Cheyenne Drive,"2810 Cheyenne Drive, IL",315000,5.00,4.5,3685,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1311,"Wed, 17 Aug 2022 23:41:30 GMT","14 N Peoria Street, Unit 3F, Chicag...",14 N Peoria Street,"14 N Peoria Street, IL",598000,3.00,2,1775,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1312,"Wed, 17 Aug 2022 23:41:30 GMT","14632 Halsted Street, Harvey, IL",14632 Halsted Street,"14632 Halsted Street, IL",57500,2.00,1,672,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1313,"Wed, 17 Aug 2022 23:41:30 GMT","1212 Countryside Lane, South Elgin,...",1212 Countryside Lane,"1212 Countryside Lane, IL",649900,5.00,5,3575,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1314,"Wed, 17 Aug 2022 23:41:30 GMT","7952 S Carpenter Street, Chicago, I...",7952 S Carpenter Street,"7952 S Carpenter Street, IL",374900,9.00,3,-,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1315,"Wed, 17 Aug 2022 23:41:30 GMT","1024 N Milwaukee Avenue, Chicago, I...",1024 N Milwaukee Avenue,"1024 N Milwaukee Avenue, IL",4500,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1316,"Wed, 17 Aug 2022 23:41:30 GMT","6457 S Saint Lawrence Avenue, Chica...",6457 S Saint Lawrence Avenue,"6457 S Saint Lawrence Avenue, IL",560000,4.00,3.5,2155,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1317,"Wed, 17 Aug 2022 23:41:30 GMT","115 Marengo Avenue, Unit 101, Fores...",115 Marengo Avenue,"115 Marengo Avenue, IL",190000,2.00,2,1061,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1318,"Wed, 17 Aug 2022 23:41:30 GMT","1655 W Cortez Street, Chicago, IL",1655 W Cortez Street,"1655 W Cortez Street, IL",549900,3.00,2,1550,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1319,"Wed, 17 Aug 2022 23:41:30 GMT","2743 N Wolcott Avenue, Unit 44, Chi...",2743 N Wolcott Avenue,"2743 N Wolcott Avenue, IL",699900,4.00,3,2500,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1320,"Wed, 17 Aug 2022 23:41:30 GMT","1022 S Oak Park Avenue, Oak Park, I...",1022 S Oak Park Avenue,"1022 S Oak Park Avenue, IL",389900,3.00,1.5,2500,https://www.fultongrace.com/houses-for-sale/illinois/,44,,,,,,,,,,,,,,
1321,"Wed, 17 Aug 2022 23:41:30 GMT","320 Ash Grove Lane, Oswego, IL",320 Ash Grove Lane,"320 Ash Grove Lane, IL",535000,6.00,3.5,3222,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1322,"Wed, 17 Aug 2022 23:41:30 GMT","1455 Prairie Crossing Drive, West C...",1455 Prairie Crossing Drive,"1455 Prairie Crossing Drive, IL",400000,5.00,2.5,2121,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1323,"Wed, 17 Aug 2022 23:41:30 GMT","1 Longwood Drive, Galena, IL",1 Longwood Drive,"1 Longwood Drive, IL",320000,3.00,3,2127,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1324,"Wed, 17 Aug 2022 23:41:30 GMT","1640 Maple Avenue, Unit 803, Evanst...",1640 Maple Avenue,"1640 Maple Avenue, IL",235000,1.00,1,-,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1325,"Wed, 17 Aug 2022 23:41:30 GMT","2640 Violet Street, Glenview, IL",2640 Violet Street,"2640 Violet Street, IL",599000,3.00,3.5,1994,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1326,"Wed, 17 Aug 2022 23:41:30 GMT","972 S Spring Road, Elmhurst, IL",972 S Spring Road,"972 S Spring Road, IL",799000,4.00,4,3143,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1327,"Wed, 17 Aug 2022 23:41:30 GMT","1258 W 61St Street, Chicago, IL",1258 W 61St Street,"1258 W 61St Street, IL",159000,4.00,1.5,969,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1328,"Wed, 17 Aug 2022 23:41:30 GMT","820 Waterview Circle, Unit 2, Verno...",820 Waterview Circle,"820 Waterview Circle, IL",200000,2.00,2,1124,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1329,"Wed, 17 Aug 2022 23:41:30 GMT","530 Maywood Lane, Hoffman Estates, ...",530 Maywood Lane,"530 Maywood Lane, IL",309000,4.00,2,2050,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1330,"Wed, 17 Aug 2022 23:41:30 GMT","262 W Wimbolton Drive, Unit 247, Mo...",262 W Wimbolton Drive,"262 W Wimbolton Drive, IL",275000,3.00,2.5,1750,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1331,"Wed, 17 Aug 2022 23:41:30 GMT","2546 W 115Th Street, Chicago, IL",2546 W 115Th Street,"2546 W 115Th Street, IL",230000,4.00,2,1476,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1332,"Wed, 17 Aug 2022 23:41:30 GMT","2308 W Granville Avenue, Unit 1W, C...",2308 W Granville Avenue,"2308 W Granville Avenue, IL",174900,2.00,1,1000,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1333,"Wed, 17 Aug 2022 23:41:30 GMT","330 S Michigan Avenue, Unit 2001, C...",330 S Michigan Avenue,"330 S Michigan Avenue, IL",329000,2.00,2,-,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1334,"Wed, 17 Aug 2022 23:41:30 GMT","1035 W Huron Street, Unit 201, Chic...",1035 W Huron Street,"1035 W Huron Street, IL",499900,2.00,2,1736,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1335,"Wed, 17 Aug 2022 23:41:30 GMT","321 60Th Court, Willowbrook, IL",321 60Th Court,"321 60Th Court, IL",2500000,4.00,6.5,5774,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1336,"Wed, 17 Aug 2022 23:41:30 GMT","7427-29 W Addison Street, Chicago, ...",7427-29 W Addison Street,"7427-29 W Addison Street, IL",1350000,0.00,7,-,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1337,"Wed, 17 Aug 2022 23:41:30 GMT","7926 S Carpenter Street, Chicago, I...",7926 S Carpenter Street,"7926 S Carpenter Street, IL",374900,9.00,3,-,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1338,"Wed, 17 Aug 2022 23:41:30 GMT","1751 W Augusta Boulevard, Unit 2, C...",1751 W Augusta Boulevard,"1751 W Augusta Boulevard, IL",425000,3.00,2,1350,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1339,"Wed, 17 Aug 2022 23:41:30 GMT","2122 Shermer Road, Glenview, IL",2122 Shermer Road,"2122 Shermer Road, IL",689000,3.00,2.5,2250,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1340,"Wed, 17 Aug 2022 23:41:30 GMT","1122 N Mozart Street, Chicago, IL",1122 N Mozart Street,"1122 N Mozart Street, IL",589900,3.00,2,-,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1341,"Wed, 17 Aug 2022 23:41:30 GMT","2923 Sierra Drive, Unit 1, Champaig...",2923 Sierra Drive,"2923 Sierra Drive, IL",159900,3.00,2,1416,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1342,"Wed, 17 Aug 2022 23:41:30 GMT","1077 Melody Road, Lake Forest, IL",1077 Melody Road,"1077 Melody Road, IL",1499000,6.00,5.5,6744,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1343,"Wed, 17 Aug 2022 23:41:30 GMT","16018 Golfview Drive, Lockport, IL",16018 Golfview Drive,"16018 Golfview Drive, IL",289900,3.00,2,1850,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1344,"Wed, 17 Aug 2022 23:41:30 GMT","1127 Baccarrat Court, Unit 1127, Jo...",1127 Baccarrat Court,"1127 Baccarrat Court, IL",250000,2.00,1.5,-,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1345,"Wed, 17 Aug 2022 23:41:30 GMT","4224 New England Avenue, Harwood He...",4224 New England Avenue,"4224 New England Avenue, IL",359900,4.00,2,1483,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1346,"Wed, 17 Aug 2022 23:41:30 GMT","3125 N Monitor Avenue, Chicago, IL",3125 N Monitor Avenue,"3125 N Monitor Avenue, IL",448900,6.00,3,2500,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1347,"Wed, 17 Aug 2022 23:41:30 GMT","6035 W Patterson Avenue, Chicago, I...",6035 W Patterson Avenue,"6035 W Patterson Avenue, IL",499500,5.00,2.5,3186,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1348,"Wed, 17 Aug 2022 23:41:30 GMT","7901 W Barry Avenue, Elmwood Park, ...",7901 W Barry Avenue,"7901 W Barry Avenue, IL",349990,3.00,1,1000,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1349,"Wed, 17 Aug 2022 23:41:30 GMT","3511 Laurel Lane, Hazel Crest, IL",3511 Laurel Lane,"3511 Laurel Lane, IL",299900,5.00,2,1933,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1350,"Wed, 17 Aug 2022 23:41:30 GMT","Lot 4 Sangamon Oaks, Monticello, IL",Lot 4 Sangamon Oaks,"Lot 4 Sangamon Oaks, IL",95000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,45,,,,,,,,,,,,,,
1351,"Wed, 17 Aug 2022 23:41:30 GMT","735 E 155Th Place, Phoenix, IL",735 E 155Th Place,"735 E 155Th Place, IL",139900,3.00,1,1020,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1352,"Wed, 17 Aug 2022 23:41:30 GMT","555 W Cornelia Avenue, Unit 1307, C...",555 W Cornelia Avenue,"555 W Cornelia Avenue, IL",169900,1.00,1,-,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1353,"Wed, 17 Aug 2022 23:41:30 GMT","11721 S Yale Avenue, Chicago, IL",11721 S Yale Avenue,"11721 S Yale Avenue, IL",75000,2.00,1,945,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1354,"Wed, 17 Aug 2022 23:41:30 GMT","2465 Stonegate Road, Algonquin, IL",2465 Stonegate Road,"2465 Stonegate Road, IL",275000,3.00,2,1697,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1355,"Wed, 17 Aug 2022 23:41:30 GMT","1307 E Illinois Street, Wheaton, IL",1307 E Illinois Street,"1307 E Illinois Street, IL",320000,3.00,1,1507,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1356,"Wed, 17 Aug 2022 23:41:30 GMT","513 E 3Rd Street, Prophetstown, IL",513 E 3Rd Street,"513 E 3Rd Street, IL",70000,3.00,1,1554,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1357,"Wed, 17 Aug 2022 23:41:30 GMT","3122 Secretariat Drive, Aurora, IL",3122 Secretariat Drive,"3122 Secretariat Drive, IL",399900,4.00,2.5,2556,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1358,"Wed, 17 Aug 2022 23:41:30 GMT","717 Austin Avenue, Park Ridge, IL",717 Austin Avenue,"717 Austin Avenue, IL",469900,3.00,2,1464,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1359,"Wed, 17 Aug 2022 23:41:30 GMT","15509 Lakeview Drive, Manhattan, IL",15509 Lakeview Drive,"15509 Lakeview Drive, IL",419900,6.00,3,5224,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1360,"Wed, 17 Aug 2022 23:41:30 GMT","1059 Walker Court, Antioch, IL",1059 Walker Court,"1059 Walker Court, IL",293000,3.00,2.5,2306,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1361,"Wed, 17 Aug 2022 23:41:30 GMT","4529 S Drexel Boulevard, Unit 3E, C...",4529 S Drexel Boulevard,"4529 S Drexel Boulevard, IL",99500,1.00,1,-,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1362,"Wed, 17 Aug 2022 23:41:30 GMT","22 Birch Drive, Putnam, IL",22 Birch Drive,"22 Birch Drive, IL",4900,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1363,"Wed, 17 Aug 2022 23:41:30 GMT","1605 Lynnwood Street, Rockford, IL",1605 Lynnwood Street,"1605 Lynnwood Street, IL",99900,2.00,1.5,1140,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1364,"Wed, 17 Aug 2022 23:41:30 GMT","834 N Austin Boulevard, Oak Park, I...",834 N Austin Boulevard,"834 N Austin Boulevard, IL",259900,3.00,1.5,1500,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1365,"Wed, 17 Aug 2022 23:41:30 GMT","1846 Willowbrook Drive, Bourbonnais...",1846 Willowbrook Drive,"1846 Willowbrook Drive, IL",415000,4.00,2.5,2750,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1366,"Wed, 17 Aug 2022 23:41:30 GMT","2761 Brisbane Drive, Lake In The Hi...",2761 Brisbane Drive,"2761 Brisbane Drive, IL",285000,3.00,2,1300,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1367,"Wed, 17 Aug 2022 23:41:30 GMT","11210 S Stewart Avenue, Chicago, IL",11210 S Stewart Avenue,"11210 S Stewart Avenue, IL",239900,3.00,2.5,1140,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1368,"Wed, 17 Aug 2022 23:41:30 GMT","694 Purple Sage Drive, Roscoe, IL",694 Purple Sage Drive,"694 Purple Sage Drive, IL",284000,4.00,3.5,3300,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1369,"Wed, 17 Aug 2022 23:41:30 GMT","39421 Kinsley Lane, Beach Park, IL",39421 Kinsley Lane,"39421 Kinsley Lane, IL",379900,4.00,2.5,2901,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1370,"Wed, 17 Aug 2022 23:41:30 GMT","30 S Wulff Street, Cary, IL",30 S Wulff Street,"30 S Wulff Street, IL",360000,4.00,2.5,2275,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1371,"Wed, 17 Aug 2022 23:41:30 GMT","1873 Grandview Place, Montgomery, I...",1873 Grandview Place,"1873 Grandview Place, IL",210000,2.00,2.5,1590,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1372,"Wed, 17 Aug 2022 23:41:30 GMT","17632 Lincoln Avenue, Homewood, IL",17632 Lincoln Avenue,"17632 Lincoln Avenue, IL",149900,2.00,1,949,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1373,"Wed, 17 Aug 2022 23:41:30 GMT","2052 W North Avenue, Unit 23W, Chic...",2052 W North Avenue,"2052 W North Avenue, IL",445000,2.00,2.5,1450,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1374,"Wed, 17 Aug 2022 23:41:30 GMT","3201 N Ravenswood Avenue, Unit 303,...",3201 N Ravenswood Avenue,"3201 N Ravenswood Avenue, IL",369900,2.00,1.5,1000,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1375,"Wed, 17 Aug 2022 23:41:30 GMT","114 Dewhurst Street, Savanna, IL",114 Dewhurst Street,"114 Dewhurst Street, IL",47500,4.00,2.5,1807,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1376,"Wed, 17 Aug 2022 23:41:30 GMT","633 Sullivan Lane, University Park,...",633 Sullivan Lane,"633 Sullivan Lane, IL",349900,4.00,2.5,3618,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1377,"Wed, 17 Aug 2022 23:41:30 GMT","3260 S Butternut Road, Oregon, IL",3260 S Butternut Road,"3260 S Butternut Road, IL",199900,2.00,1,-,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1378,"Wed, 17 Aug 2022 23:41:30 GMT","7954 S Loomis Boulevard, Chicago, I...",7954 S Loomis Boulevard,"7954 S Loomis Boulevard, IL",380000,7.00,3,-,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1379,"Wed, 17 Aug 2022 23:41:30 GMT","542 S La Londe Avenue, Lombard, IL",542 S La Londe Avenue,"542 S La Londe Avenue, IL",345000,3.00,2.5,1286,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1380,"Wed, 17 Aug 2022 23:41:30 GMT","310 W Greenbriar Road, Unit 2B, Gle...",310 W Greenbriar Road,"310 W Greenbriar Road, IL",149900,2.00,2,-,https://www.fultongrace.com/houses-for-sale/illinois/,46,,,,,,,,,,,,,,
1381,"Wed, 17 Aug 2022 23:41:30 GMT","9034 S Commercial Avenue, Chicago, ...",9034 S Commercial Avenue,"9034 S Commercial Avenue, IL",489000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,47,,,,,,,,,,,,,,
